id,predicted_price
2591820310,401828.12
7974200820,812788.9
7701450110,1083503.9
9522300010,2173303.0
9510861140,700679.06
1761300310,253565.22
7732410120,752400.44
7010701383,655104.44
291310170,434486.5
4232901990,579790.44
6840701125,581727.8
3971700580,391566.28
4202400078,228226.02
6064800090,348477.5
2626119028,241924.84
3303980660,1119431.1
862000020,742629.94
2386000070,960925.2
1138000450,370082.44
1775800420,446019.22
2291401425,444549.66
2025770560,1358334.4
3525069037,692059.44
9324800450,594277.8
8080400136,568968.3
8651540040,545790.7
9407001790,250535.8
1773101530,265669.34
9432900250,348382.53
1794500695,586555.94
2220069003,351187.34
923000120,521709.5
5728000060,545227.75
16000200,257140.16
1926059094,463343.3
6672900220,951985.94
3629860060,836099.56
1822069109,426534.38
6675500105,369567.2
249000180,1718054.9
226059065,468744.5
396100110,285570.2
9264450460,350976.0
7853361210,424528.34
9474700020,276987.66
421000455,233408.42
3755200220,448651.03
7960100075,460526.53
9477100490,392078.78
9138100350,756115.0
1624049275,514071.0
2770606890,523424.78
1157200189,444359.66
2770601800,525535.06
9301300805,515651.8
2325069032,1306417.0
1021079099,329391.53
7215730040,751880.6
1853200080,509056.72
3224600340,720213.8
3222049120,407353.53
2113700025,261994.64
7893207925,230405.08
3586501085,534556.4
8024200010,409464.75
7116500705,192006.5
1598600209,337635.34
7204200025,892954.94
4206901505,558746.2
2937300440,905238.6
7205000180,334168.06
8718500665,396840.06
5318101765,1031870.9
4122700020,895262.06
8078700020,540284.06
3303980680,967911.56
8924100372,1129729.9
2781270210,208649.06
519000043,555464.8
3225069301,1426005.2
151000075,713391.7
2297400020,467402.66
6617500085,714974.56
104510180,225149.66
3528900060,985181.0
3345100286,565718.4
1226039130,427415.16
8712100720,755376.5
3037200010,382472.53
3626039268,435442.06
104510230,243802.53
5112800060,413730.1
6072400280,669718.56
5317100570,1180310.1
9528102993,557675.4
2919201095,457115.0
6181400920,268832.22
185000161,238908.64
8691400010,740205.56
3345700165,550398.2
6151800486,222436.89
4340000080,1226988.0
4136960010,595161.25
3634100030,346515.25
1624059224,1126343.8
2788400090,263918.1
9828200762,485163.12
7524400250,545139.9
3528000290,719962.25
5700003630,1992861.0
2720069019,329215.97
7227501170,242866.73
2397101270,604596.1
6792100090,721737.3
2770602265,557765.0
3971700937,274498.8
422049203,232911.33
3076500830,319627.22
1423400260,298754.62
9161100795,459370.03
3126049052,493669.44
5100401468,393763.97
514500235,418144.03
1423200170,199732.55
1402100070,451895.25
624110020,703102.7
2407000145,226364.14
1890000225,836095.56
1320069271,325049.97
5490700085,412348.4
263000155,462670.94
3726800201,522061.4
5153200358,366758.62
2725079018,791928.0
7165700200,248583.95
9429000170,600531.7
8718500075,379396.9
1760650950,296449.3
1068000559,1285789.6
4113800500,673154.5
4077800507,543157.9
2725069150,768326.25
4008400035,695004.0
7016310270,411190.56
1432701230,215822.17
3278606050,358307.8
2473350710,421772.97
2185000685,207596.36
7792000025,432981.94
6868200029,512695.22
624069003,777687.2
7431500280,856374.94
3296000040,591458.25
1118001215,1719045.0
6453900040,765293.6
333100209,788105.0
34001765,560002.2
8946700100,392324.1
5561401210,603518.7
6671900095,369936.94
3275850020,692190.56
3876300600,422518.62
1450900020,255335.03
8562780280,320480.16
7663700973,308180.06
2126049032,403329.97
1823059159,191716.62
3438503426,300170.97
9297301495,579338.44
7140700850,388279.84
7942601805,759958.0
2555900030,384738.3
2887970040,285010.38
7419700010,653276.56
2239000011,376248.3
9283800050,324683.97
9407001340,264775.84
217500140,558697.75
7212660520,246414.11
3298201170,375133.56
3057000400,279657.4
6865200444,507549.56
6071600340,497541.03
6821600005,728143.56
1235100371,825937.94
7796450340,340453.12
3603000410,173996.75
9297300255,560042.9
9126100850,599185.6
2770601462,480728.8
2599001500,248384.39
1102000095,891603.7
1853080640,939333.8
9551201585,995438.94
3438500796,323654.0
7518504291,528941.44
9269200340,416360.88
715010130,1780484.9
1982201485,614805.94
9526500080,375846.2
9277200180,421171.5
6669150280,285589.75
8917100153,560609.8
3760500516,1163044.2
2725069050,996695.06
3332000091,322833.56
8562770080,566774.0
8151601190,243535.36
8563040160,611338.3
240000269,736235.2
4307350200,301236.66
1311910300,228515.7
3574900030,465471.1
7853230570,416143.34
320069049,408913.2
9839301060,697280.06
7011201333,675109.94
2781320100,269744.2
3421069120,463420.56
7852030320,431535.94
5316101075,2107162.2
5309100750,556500.94
629000730,630824.56
511700170,293685.5
1562100030,533597.06
2489200230,605768.94
524069116,503595.6
5315100737,1040538.5
1868900675,829946.75
1608000120,333045.38
705700240,336238.0
7575600610,268052.9
1778500015,722942.75
5423500240,184937.75
6713700025,343780.22
2734100734,296979.8
301402280,214511.39
2113700205,260605.92
4114601570,2862995.2
3332000615,336397.94
3630050180,355087.4
6852700520,576840.6
6870310010,583798.8
6163900981,340584.28
393000142,408845.66
1771100130,346990.84
1442860160,409960.8
9191200435,545393.5
6788200800,859104.56
1115300070,677937.56
3176600105,734773.6
2770604665,544410.8
5469500580,509623.28
5680000545,544589.06
3424089119,532183.9
1328300180,329805.4
1773100922,382136.47
4123830480,317508.75
9808610190,1032129.9
4250200140,271932.8
4217402115,3138540.5
3831250350,363971.22
2397101055,795348.5
6817850110,816187.4
7526800200,619234.0
7853370100,671949.06
2523089025,983716.44
9476200680,263840.16
5714200140,415615.6
3575304895,597525.7
263000018,416266.28
8080400177,563974.44
6450304130,323169.22
514500090,558169.5
9477000300,417946.88
853600310,1443389.9
1951600240,209931.31
1099900120,330491.97
5323100120,524981.6
1223089016,416499.12
522059172,265891.3
1930300190,673963.94
9542840410,295440.06
8665050530,495337.88
5592900205,360615.2
5450300010,596494.9
2459960030,344054.9
3331500455,548785.8
3432500705,409375.7
3702900165,338606.66
5249803550,522392.84
626049058,426057.9
1788900380,181722.17
8075400360,213538.38
9113200250,773172.2
2738640040,711154.2
7821200307,461525.53
3530440140,238277.56
3582700130,458279.16
9276200569,726134.8
7197800020,587991.7
686200490,551015.44
3501600100,409006.0
6383000690,575299.7
7604400150,361251.97
5249801411,830937.6
2607720420,460238.97
9561100010,399798.78
1796370590,256246.88
4077800593,360575.75
854000165,244443.58
5536100010,754551.75
4188000670,821402.2
31000165,1258795.9
662350050,916507.1
4137000280,280257.6
6169901130,1069758.2
1953400510,251278.58
7518506716,981255.4
1552520010,361550.62
7955080270,320616.53
9212900100,540800.75
3438500798,323654.0
7899800890,186442.6
4319200605,455816.9
1329300480,366054.94
8935100100,767041.2
5016001260,457443.94
4337600280,300875.1
1446401220,205026.02
7135521530,651357.6
6888900115,239045.11
2413301070,290643.9
345700040,277790.1
5566100145,435463.62
7634800070,342607.66
9346910500,640582.75
3529300060,297738.2
8128600060,1457347.4
8572900275,209891.03
4139420590,1262248.2
9274200322,595395.6
1472700200,547115.44
8820903380,560076.5
8563010130,807123.4
8965450110,817265.1
9274204230,481098.47
8165501700,376952.5
2193340260,555095.7
1860600290,807327.25
1222000055,196231.02
2492200280,454152.22
2488200455,350593.8
809001520,1060940.2
1796361140,235601.45
6398000011,681458.56
6813600365,533192.44
7504100920,786395.5
8835770330,692640.1
524059322,794954.44
4307330280,391179.5
1245002952,1035738.75
2021069059,234479.2
5700000595,655013.75
3629970930,730510.44
3336002215,243556.94
5100401060,658353.7
3278600750,265521.53
1126069045,1027824.75
7568700175,344318.88
452001475,522484.94
9283800230,521702.4
1737300130,615830.06
6189600040,502493.6
3679400025,531631.1
1096100010,344227.12
9513900050,256512.97
5452800645,730948.1
273800100,233911.45
7228500037,527196.06
808300090,448850.47
2493200215,516378.12
5035300255,716550.44
3380900160,385531.38
3630000130,406331.16
7300400670,290520.2
6798100070,340975.4
8078400010,570678.75
5566100060,480810.9
2768200212,517202.5
4035900060,590120.0
9460000110,334405.03
7199320190,547316.75
2225039081,500930.72
9512200050,615297.3
2634500085,341084.53
3654800200,270994.62
2724079090,1204504.2
2597520720,761692.75
3034200426,423146.06
984000130,296853.94
7852020670,434219.9
7923500060,713148.44
2310030510,282006.25
2205500540,496666.8
2493200015,402549.53
7853361420,573490.3
5652600605,560924.3
5285200020,334292.22
9406530150,355155.47
5706300020,497837.0
3278602490,442506.8
7197000100,562395.06
4447300008,606869.06
7899800045,232200.88
9250900095,356696.12
9268851740,564693.5
8682261440,510543.94
7284900385,775146.4
8079040300,441744.56
2225300585,390634.75
3223039013,472947.7
2013801350,244003.3
4055701110,820938.3
3578401770,461493.72
4046500720,565740.6
6145601745,368420.62
5207200195,711693.4
1972201856,543017.75
7212680080,239454.03
7277100510,644833.1
522079022,549365.4
5605000440,840379.5
6632300230,364452.28
8815400165,629465.2
6708200320,534835.0
2426059076,576393.44
3260200200,541594.75
2770601741,496234.8
4338800500,234823.27
9201000320,778898.56
7655900038,344496.94
3625059140,624767.4
4222310010,210106.92
2114700115,343626.7
3291800710,302935.8
9406590010,411385.12
3025059124,2431356.5
7972601250,374004.1
930000470,933072.3
6690500060,484125.88
16000015,202105.67
5693501102,573678.25
8079040490,450527.56
7225000155,356902.8
8819900170,742794.56
7972601270,325121.06
1224069074,776666.6
5126900321,321129.66
3438501860,297333.22
2822069080,417372.66
1656600310,589038.1
3856900507,1243256.0
1626069139,486295.97
2524049257,1502697.2
3904960150,537761.2
7214820610,462268.97
7977201845,590219.94
2428100080,843485.9
2202500135,367458.5
1523550220,704764.3
2313900610,437266.53
4123840050,360098.94
2125059124,1037567.4
1225039067,451918.72
6431500283,471665.5
2473380010,302292.62
5694501195,409829.97
2881700046,369236.5
6837820330,300901.44
2337300370,195788.75
3876540630,198882.45
626059317,374594.4
3374500520,342095.47
7228501903,393136.7
4019300051,508729.1
4232902615,673101.6
3546000090,253446.55
8127700215,820041.44
3438501100,393912.72
1769600066,621504.75
8146100610,560614.94
3052700695,559639.7
7954310210,602950.06
3761700053,2523081.0
1320069179,360622.03
1331900410,702575.6
7303100210,331825.12
2464400285,493727.53
6163901150,394068.3
8955800045,349089.0
2314300200,450406.75
9528104360,397941.44
4177100005,592040.75
8856960260,307424.97
1828001220,631745.06
3066400710,718421.06
624110610,896401.56
4040800260,421893.5
5019500215,563430.94
2481630180,1123981.6
7203170190,694744.4
510001280,885902.6
9430110120,751434.8
1565950030,323785.62
9828202255,804956.4
3878900270,535966.56
8091600080,213889.64
1112000035,362378.12
2228900270,307853.75
6648701740,295951.22
1245003740,647695.0
2174503441,548842.56
7708250010,321647.28
6072300110,625997.0
2329800140,265053.2
1494300040,533183.6
3832050130,285199.53
7203100730,858805.0
7199330170,461896.3
7785000220,713372.9
1250201175,421343.2
4054500180,1170980.9
7905200061,403952.56
3751604895,192854.84
5220300140,300857.66
3323059027,322358.97
8651611980,869074.06
8673400190,536371.75
1668500100,861731.94
1023059365,555327.56
3308030060,342262.88
4232400860,980416.1
2144800615,264349.88
1568100920,1739433.4
9406510040,500560.78
2923049421,317461.97
1051000040,1341866.6
2077700042,649371.1
9423800030,305544.03
9818700455,690749.94
7133300675,379866.75
4113800550,673154.5
5553300375,1809176.5
2025701530,276373.78
7942601155,491879.22
7524300020,275319.78
2520069100,284887.9
5412300410,213707.2
7504110760,796143.75
2594200350,471477.38
2722059013,275242.34
8078430480,572626.94
1423069162,469611.75
8856001090,186931.23
7000100631,850713.6
4222200280,227863.14
7971300050,640061.6
2009001600,253124.7
6619910140,658175.75
2877100985,517163.62
1196000007,371708.75
1330850130,734043.56
6664900410,258534.6
1231001110,312985.44
9235900030,300698.2
9407101840,303873.2
9523103001,445896.38
2149800278,383697.9
7234601198,699717.1
9476700035,436213.6
9297301065,702498.3
518500700,834734.3
7843500090,318455.72
6056110780,319722.94
2345700260,305891.38
3509600070,247513.64
1431700280,327472.22
1623049174,285343.3
3024089049,389325.66
7853340450,383094.2
7732410360,796360.1
1446800995,308961.28
2946000285,243604.89
425079100,490172.22
3876313040,426916.66
1762600260,992918.0
1925069121,932888.2
7443000480,817493.4
7820000015,358632.66
4027701253,458990.47
2826049165,396761.56
5426300060,834538.06
1278000210,160111.67
923000270,352598.75
7657600005,276906.62
3024079057,416220.22
3276180020,317188.6
7304300760,318754.75
3908100020,550490.25
8835400805,721385.56
4051150070,239479.62
3904930530,438856.84
6163900971,388041.72
7942600310,479218.47
4365700330,226416.84
423059207,285068.2
3992700265,347479.0
7177300090,467793.6
2540820010,617804.6
5700002510,1197418.2
5201000030,506858.47
7631800015,2544976.8
2922702965,687272.3
1525059198,889771.0
1245003160,737157.56
3810000455,294246.28
7855600080,678922.44
5701500030,1119843.1
7504020400,640065.9
